32	suṣumnāmārgato nītvā vinidadhyāt svamūrdhani | tataś ca brahmahatyeti dhyāyet svaṃ pāpapūruṣam ||	—and lead Him by the path of the Suṣumnā and place Him upon one’s own head. Then one should visualize one’s sinful personification, beginning with the sin of killing a Brāhmaṇa.
33	ānīya nābhideśe taṃ vāyubījena śoṣayet | hṛdyagnibījato dagdhvā bhasma vāmanasā tyajet ||	Bringing that sinful figure to the region of the navel, one should dry it with the Vāyu seed; burn it with the fire seed in the heart; and mentally cast away the ashes to the left.
34	vāruṇenātha bījena śirasthāmṛtadhārayā | plāvayet sarvagātrāṇi kṛtvātmānaṃ tato hṛdi ||	Then, with the Varuṇa seed and the stream of nectar located at the head, one should flood every limb and thereafter re-establish oneself in the heart.
35	prāṇāyāmaṃ tataḥ kṛtvā tattvanyāsāṃs tataḥ param | mātṛkānyāsakān kṛtvā prāṇān āyamya mūlataḥ ||	Next one should perform breath-control, then the placements of the principles, then the placements of the Mother letters, and once again regulate the breaths using the root mantra.
36	aṣṭākṣaranyāsapūrvaṃ dhyātvodyadbhāsvad ity atha | pūjāṅgam iti mūlaṃ ca japed aṣṭottaraṃ śatam ||	After first performing the placement of the eight-syllabled mantra and meditating with the formula beginning “rising and radiant,” one should recite the root mantra 108 times as a limb of the worship.
37	punaś cākṣaravinyāsaṃ kṛtvā dhyāyed dhariṃ punaḥ | tataḥ kṛtāñjalir bhūtvā niṣusīdety ṛcaṃ paṭhet ||	Again performing the placement of the syllables, one should meditate upon Hari once more; then, with hands joined, recite the ṛk beginning “niṣusīda.”
38	ārādhyase prāṇabhṛtāṃ praṇetrā prāṇādhināthena samīraṇena | nārāyaṇa jñānasukhaikapūrṇa svāmin mama śrīramaṇa prasīda ||	“O Nārāyaṇa, complete in knowledge and bliss, You are worshipped through Samīraṇa, the guide of living beings and the sovereign of their vital breaths. My Lord, consort of Śrī, be gracious to me.”
39	bimbo’si pratibimbo’smi tava yadyapi cāntaram | svāmin nirdoṣa maddoṣaṃ vivecaya namo’stu te ||	“You are the original, and I am Your reflection, although a distinction remains between us. O faultless Lord, discern and remove my fault; obeisance to You.”
40	bhagavan yan mayā karma śubhaṃ kārayasi prabho | tat sarvaṃ viṣṇupūjāstu tava deva prasādataḥ ||	“O Blessed Lord, whatever auspicious act You cause me to perform—by Your grace, O God, may all of it become worship of Viṣṇu.”
41	samprārthyaivaṃ svabimbasthaṃ mudrayā prārthanākhyayā | kalaśaṃ pūjayet paścād āhvayed devatāśatam ||	Having thus prayed to the Lord present in His image with the mudrā called Prārthanā, one should next worship the water vessel and invoke the hundred deities.
42	mātṛkā ekapañcāśac caturviṃśatimūrtayaḥ | keśavādyās tathā viśvataijasaprājñaturyakāḥ ||	They are the fifty-one Mother letters; the twenty-four forms beginning with Keśava; and the forms Viśva, Taijasa, Prājña, and Turīya.
43	ātmāntarātmaparamajñānātmāvāsudevakāḥ | saṅkarṣaṇaś ca pradyumno’niruddho matsyakacchapau ||	They also include Ātman, Antarātman, Paramātman, Jñānātman, Vāsudeva, Saṅkarṣaṇa, Pradyumna, Aniruddha, Matsya, and Kacchapa.
44	kolo nṛsiṃhaḥ savaṭur jāmadagnyaraghūdvahau | vāsiṣṭhayādavau kṛṣṇāv ātreyo buddhakalkinau ||	They further include Kola (Varāha), Nṛsiṃha together with the Dwarf, the son of Jamadagni, the scion of Raghu, the two Kṛṣṇas associated with Vasiṣṭha and Yadu, Ātreya, Buddha, and Kalki.
45	śiṃśumāraś ceti śataṃ mūlamūrtyā samanvitam | āhūya pūjayed etāḥ snānīyakalaśe budhaḥ ||	Together with Śiṃśumāra and the principal form, these make one hundred; the wise person should invoke and worship them in the bathing vessel.
46	naivedyaprokṣaṇārthaṃ ca pañcapātraprapūraṇe | pānīyārthaṃ pṛthak caikaṃ kalaśatritayaṃ bhavet ||	Three vessels are required: one for sprinkling the food offering, one for filling the five ritual cups, and a separate one for drinking water.
47	pāṇiprakṣālanārthaṃ tu gandhādyartham iti dvayam | pañcaite kalaśāḥ proktā gandhārthaṃ dvau punaḥ pṛthak ||	Two more are for washing the hands and for sandal paste and the other materials; thus five vessels are prescribed, with two additional separate ones for the scented materials.
48	sambhave sapta kalaśāḥ pañca vātha trayo dvayam | asambhave ca sarveṣāṃ bhinnapātrāṇi kārayet | ekasmād api paścāt taṃ kalaśaṃ pūjayed budhaḥ ||	When possible there should be seven vessels, or five, three, or two. When that is impossible, separate receptacles should be arranged for all purposes; even if only one is available, the wise person should worship that vessel afterward.
49	imaṃ me cātha gaṅge cetyādi mantrān udīrayet | sarvakṣetreti mantreṇa kalaśaṃ prārthayet tataḥ ||	One should utter the mantras beginning “imaṃ me” and “Gaṅge,” and then address the vessel with the mantra beginning “sarvakṣetre.”
50	śaṅkhacakragadāpadmadhenutārkṣyādimudrikāḥ | pradarśya mūlamantraṃ ca dviṣaḍvāraṃ japet tataḥ ||	After displaying the mudrās of the conch, discus, mace, lotus, cow, Garuḍa, and the others, one should recite the root mantra twelve times.
51	tvaṃ puretyādikān mantrān paṭhitvā prārthayet tataḥ | japet triḥ śaṅkhagāyatrīṃ punaḥ śaṅkhādimudrikāḥ ||	After reciting the mantras beginning “tvaṃ purā,” one should pray, recite the Conch Gāyatrī three times, and again display the conch and other mudrās.
52	kalaśodakapūrṇaṃ tu tataḥ śaṅkhaṃ prapūjayet | darśayitvāṣṭavāraṃ ca mūlamantraṃ japet tataḥ ||	One should then fill the conch with water from the vessel and worship it; after displaying the prescribed mudrā, one should recite the root mantra eight times.
53	pātrāṇy āsādayet pūrvaṃ pañca pūjāvidhau sadā | arghyaṃ vāyupade proktaṃ nairṛtyāṃ pādyam eva ca ||	In the worship procedure one should always first arrange five receptacles: the arghya is prescribed in Vāyu’s quarter, and the pādya in the southwest.
54	īśe tv ācamanīyaṃ ca snānīyaṃ cāgnikoṇake | madhye dve sarvapātrāṇāṃ śuddhatoyena pūrayet ||	The water for sipping is in Īśa’s northeast, the bathing water in the southeast, and two vessels in the middle; one should fill every receptacle with pure water.
55	ekaṃ syān madhuparke’nyat punarācamane tathā | nikṣiped gandhatulasīpuṣpādīni yathāvidhi ||	Of the two central vessels, one is for madhuparka and the other for the subsequent sipping water. Into them one should place sandal paste, tulasī, flowers, and the other prescribed substances according to rule.
56	tulasīdalayuktena śuddhatoyena pūjakaḥ | pūjādravyāṇi sarvāṇi prokṣya pīṭhaṃ prapūjayet ||	With pure water containing a tulasī leaf, the worshipper should sprinkle all the articles of worship and then worship the sacred seat.
57	pīṭheṣu bhagavān nityam ity adhyāye yathākramaḥ | śrīmadhvaguruṇā proktaḥ pīṭhāvaraṇapūjane | sūtratvāt tasya bodhārthaṃ kvacid vakṣyāmi vistaram ||	In the chapter beginning “The Lord is eternally present in the seats,” Śrī Madhva Guru taught the worship of the seat and its enclosures in due order. Because that teaching is aphoristic, I shall sometimes explain it more fully for comprehension.
58	pīṭhapūjāṃ vidhāyātha tatrāvāhyeti sūtrataḥ | harim āvāhayed bhaktyā tadvidhiḥ procyate’dhunā ||	After performing the worship of the seat, the aphorism says, “invoke Him there.” One should devoutly invoke Hari; that procedure is now explained.
59	adhomukhaṃ hṛtkamalaṃ vāyubījena conmukham | kuryāt tato’sya mukulaṃ jñānārkeṇa vikāsayet ||	With the Vāyu seed one should turn upward the downward-facing lotus of the heart, and then cause its bud to blossom through the sun of knowledge.
60	tatkarṇikāsthitaṃ devaṃ nārāyaṇam ajaṃ vibhum | udyadbhāsvad iti dhyātvā sapuṣpatulasīkaraḥ ||	Holding flowers and tulasī in the hand, one should meditate, with the formula beginning “rising and radiant,” upon the unborn, all-pervading God Nārāyaṇa situated in that lotus’s pericarp.
61	kṛtāñjalipuṭo bhūtvātmety ekām ṛcaṃ paṭhet | mūlamantraṃ tato japtvā yady ātmārthaṃ prapūjayet ||	With hands joined in reverence, one should recite the single ṛk beginning “ātmā”; then, after reciting the root mantra, one may perform the worship for one’s own purpose.
62	ehy ehi mama hṛtpadmasthita śrīpuruṣottama | āvāhayāmi pīṭhe tvāṃ pratimāyāṃ ramāpate ||	“Come, come, O glorious Supreme Person who abides in the lotus of my heart. O Lord of Ramā, I invoke You upon the seat and into the image.”
63	dvir uccāryaivam āvāhya tam āvāhanamudrayā | tatas tu prārthanāmudrāṃ vidhāya prārthayed dharim ||	After uttering this twice and invoking Him with the Āvāhana mudrā, one should form the Prārthanā mudrā and pray to Hari.
64	yāgāvasānaparyantam atra sthitvā janārdana | bhaktasya mama pūjāṃ tvaṃ gṛhītvā pāhi māṃ vibho ||	“O Janārdana, remain here until the completion of the worship. Accept the worship of me, Your devotee, and protect me, O all-pervading Lord.”
65	samprārthyaivaṃ svabimbākhyaṃ mudrā āvāhanādikāḥ | ṣaṇ mūlamantrapūrvaṃ tu taṃ tam artham udīrayet ||	Having thus addressed the Lord called one’s original image, one should perform the six mudrās beginning with invocation, prefixing each appropriate statement with the root mantra.
66	āvāhanaṃ sthāpanaṃ ca sānnidhyaṃ sannirodhanam | saṃmukhīkaraṇaṃ caiva hy avaguṇṭhanam eva ca | pradarśyaitāś ca ṣaṇ mudrāḥ snānārthaṃ prārthayet tataḥ ||	The six are invocation, installation, establishment of presence, confinement, turning the deity toward oneself, and veiling. After displaying these six mudrās, one should request the Lord to proceed to the bath.
67	parārthaṃ yadi pūjā syāt sūryāgnyantargataṃ harim | āvāhya pūrvavat kāryaṃ sarvam āvāhanādikam ||	If the worship is performed on another’s behalf, one should invoke Hari from within the sun or fire and perform all the rites of invocation and the rest as before.
68	ehi śrībhagavan viṣṇo snānārthaṃ majjanālayam | samprārthyaivam idaṃ viṣṇur iti ṛcā pādukārpaṇam | snānālayaṃ samāyāntaṃ dhyātvā nārāyaṇaṃ prabhum ||	“Come, O glorious Blessed Viṣṇu, to the bathing chamber for Your bath.” Having prayed thus, one should offer sandals with the ṛk beginning “idaṃ viṣṇuḥ” and visualize Lord Nārāyaṇa coming to the bathing chamber.
69	sthāpayet snānapīṭhe taṃ bhadraṃ karṇebhir ity ṛcā | punas tatrāpi ṣaṇ mudrāḥ kuryād āvāhanādikāḥ ||	One should install Him on the bathing seat with the ṛk beginning “bhadraṃ karṇebhiḥ,” and there again perform the six mudrās beginning with invocation.
70	tato’rghyaṃ mūlamantreṇa pādyam ācamanīyakam | madhuparkaṃ tato dadyāt punarācamanam tataḥ ||	Then, using the root mantra, one should offer arghya, water for the feet, water for sipping, madhuparka, and afterward water for sipping once more.
71	āpyāyasva dadhikrāvṇo ghṛtaṃ mimikṣa ity ṛcaḥ | madhuvātā tathā svādur iti mantrān samūlakān ||	One should use, each together with the root mantra, the ṛks beginning “āpyāyasva,” “dadhikrāvṇaḥ,” “ghṛtaṃ mimikṣa,” “madhu vātā,” and “svādu.”
72	krameṇaitān paṭhan pañcāmṛtena snāpayed dharim | payo dadhi ghṛtaṃ kṣaudraṃ śarkarā pañcamāmṛtam ||	Reciting these in sequence, one should bathe Hari with the five nectars: milk, curd, ghee, honey, and sugar are the five nectars.
73	tataḥ śuddhodakasnānaṃ kārayet paramātmanaḥ | pauruṣaṃ vaiṣṇavaṃ ghārmaṃ pavasveti trivargakam ||	Then one should give the Supreme Self a bath with pure water while reciting the Pauruṣa, Vaiṣṇava, and Ghārma hymns and the three groups beginning with “pavasva.”
74	ya indror ekavargaś ca samudrād ūrmir eva ca | jitanta iti stotraṃ ca paṭhan saṃsnāpayed dharim ||	One should thoroughly bathe Hari while reciting the single group beginning “ya indra,” the hymn beginning “samudrād ūrmiḥ,” and the stotra beginning “jitante.”
75	tato’ṅgamārjanaṃ vastraṃ pītaṃ ca paridhānakam | tataḥ sarvāṅgabhūṣāś ca nūpurādyāḥ kirīṭakam ||	Then one should dry the limbs, offer a yellow garment for wearing, and afterward offer ornaments for every limb, beginning with anklets and extending to the crown.
76	dhyātvaiva bhūṣaṇaṃ kiñcin navam apy arpayet sudhīḥ | yajñopavītaṃ dattvā tam āsane copaveśayet ||	The wise worshipper should mentally fashion and offer any ornament that is not physically available; after giving the sacred thread, one should seat Him upon the throne.
77	abhiṣekāt purā vāpi paścād vā paramātmani | tattvanyāsādi dhyānāntaṃ kṛtvā pūjāṃ samācaret ||	Either before or after the ablution, one should perform upon the Supreme Self the sequence beginning with placement of the principles and ending with meditation, and then conduct the worship.
78	āsanasthaṃ hariṃ spṛṣṭvā mūladvādaśakaṃ japet | arpayet gandhapuṣpāṇi mūlena tulasīṃ tathā ||	Touching Hari seated upon the throne, one should recite the root mantra twelve times and, with that mantra, offer sandal paste, flowers, and tulasī.
79	tataś cakrāyudhādīni pūjayet kramaśo daśa | durgā cakrādhidevī syāc chrīś ca śaṅkhādhidevatā ||	Then one should worship in order the ten weapons beginning with the discus. Durgā is the presiding deity of the discus, and Śrī is the presiding deity of the conch.
80	vāyur gadādhidevaḥ syād bhūmiḥ padmābhimāninī | durgaiva khaḍgadevī syāc chārṅgaṃ caiva sarasvatī ||	Vāyu is the presiding deity of the mace; Earth identifies with the lotus; Durgā herself is the deity of the sword; and Sarasvatī identifies with Śārṅga, the bow.
81	pañcaprāṇāḥ pañcabāṇā viriñcaḥ kaustubhātmakaḥ | śrīr eva vanamālāyāṃ lakṣmīḥ śrīvatsasaṃsthitā ||	The five vital airs are the five arrows; Viriñca is present in the Kaustubha; Śrī herself is present in the forest garland; and Lakṣmī abides in the Śrīvatsa.
82	athāvaraṇapūjāyāṃ lakṣmīṃ vāme harer yajet | dharāṃ ca dakṣiṇe pārśve tataḥ pūrvādidiṣu ca ||	Next, in the worship of the enclosures, one should worship Lakṣmī on Hari’s left and Earth on His right, and then worship in the directions beginning with the east.
83	kruddholkāya maholkāya vīrolkāya namas tataḥ | dyūlkāya ca namaskuryād udīcyāṃ diśi ca kramāt ||	One should successively offer obeisance to Kruddholka, Maholka, Vīrolka, and Dyūlka, the last being in the northern direction.
84	sahasrolkāyeti catur āgneyādividiṣu ca | punaḥ pūrvādikāṣṭāsu vāsudevādikān yajet ||	The four forms beginning with Sahasrolka should be worshipped in the intermediate directions beginning with the southeast; then, in the eight directions beginning with the east, one should worship Vāsudeva and the succeeding forms.
85	māyāṃ jayāṃ kṛtiṃ śāntiṃ yajet koṇeṣu ca kramāt | keśavādyās tato mūrtīr dvādaśa kramato yajet ||	In the corner directions one should worship Māyā, Jayā, Kṛti, and Śānti in order; then one should worship in order the twelve forms beginning with Keśava.
86	diśi dve dve koṇa eka aiśe dāmodaro bhavet | saṅkarṣaṇādikṛṣṇāntā mūrtayo dvādaśa kramāt ||	There are two forms in each principal direction and one in each corner, with Dāmodara in the northeast; then come, in order, the twelve forms beginning with Saṅkarṣaṇa and ending with Kṛṣṇa.
87	matsyādimūrtayo’nte dvādaśāntaṃ kramād yajet | aiśānyāṃ viśvarūpaḥ syāt krameṇānena pūjayet ||	Finally one should worship in order the twelve forms beginning with Matsya; Viśvarūpa is in the northeast. They should be worshipped in this sequence.
88	sarvadiṣu punaś cāpi hy anantādīn sabhāryakān | indrādīṃś ca sapatnīkān parigrahayutān api ||	Again, in all the directions, one should worship Ananta and the others together with their consorts, and Indra and the other guardians together with their wives and entourages.
89	pūjayet kramaśo dhīmān svāsu dikṣu sthitān bahiḥ | paścāt purastāc cheṣaṃ ca vidhiṃ caiva sabhāryakam ||	The wise person should worship them successively outside, each in his own direction; afterward one should worship Śeṣa in the west and Vidhi in the east, each with his consort.
90	pūjayitvā tataḥ pūjyā dvādaśa dvārapālakāḥ | prathamo vajranābhaś ca harīśaś ca tataḥ param ||	After completing those worships, the twelve door guardians are to be worshipped: the first is Vajranābha, followed by Harīśa.
91	tṛtīyo gāṅgatanayas tataḥ śaṅkhanidhīśvaraḥ | jayaś ca vijayaḥ paścād dhātā saptamako mataḥ ||	The third is the son of Gaṅgā, followed by Śaṅkhanidhīśvara; next are Jaya and Vijaya, and Dhātā is regarded as the seventh.
92	vidhātā ca tato bhadraḥ subhadro’thāmṛteśvaraḥ | virūpākṣo’ntimaś caiva namaḥśabdena pūjayet ||	Then come Vidhātā, Bhadra, Subhadra, Amṛteśvara, and finally Virūpākṣa. Each should be worshipped with the word “namaḥ.”
93	vanaspatyudbhavetyādi mantrair mūlapurassaraiḥ | dhūpaṃ dattvā tato dīpaṃ dadyān mūlam udīrayan ||	With the mantras beginning “vanaspatyudbhava,” each preceded by the root mantra, one should offer incense; then, uttering the root mantra, one should offer the lamp.
94	sājyaṃ trivartimantreṇa tato naivedyam arpayet | devasyāgre bhuvaṃ śodhya śrībījaṃ tatra saṃlikhet ||	Using the mantra for the three-wicked lamp supplied with ghee, one should then offer the food. After purifying the ground before the deity, one should inscribe the seed syllable of Śrī there.
95	naivedyam upari sthāpya śuddhatoyena prokṣayet | sauvarṇair iti mantreṇa mūlamantreṇa mantrayet ||	One should place the food offering upon it, sprinkle it with pure water, and consecrate it with the mantra beginning “sauvarṇaiḥ” and with the root mantra.
96	amṛtasrāviṇīṃ dhenuṃ naivedyopari cintayet | dhenumudrāṃ pradarśyoccaiḥ surabhyai nama ity api ||	Above the food one should visualize a cow streaming nectar, display the Dhenu mudrā, and also say aloud, “Obeisance to Surabhi.”
97	huṃ phaḍantaṃ saha svāhety uktvā mudrāṃ sudarśanīm | gāruḍīṃ cātha sandarśya gṛhītvātha kare jalam ||	After uttering the formula ending in “huṃ phaṭ” together with “svāhā,” one should display the Sudarśana and Gāruḍī mudrās and then take water in the hand.
98	pariṣiñcāmi satyaṃ tv arteneti ca kramād vadet | paritaḥ siñcayet toyaṃ tata āpośanaṃ kṣipet ||	One should say in order, “I sprinkle around” and “You are truth, through sacred order,” sprinkle water all around, and then offer the water for āpośana.
99	mahālakṣmyā sudhārūpaṃ kare te dakṣiṇe’nagha | āpośanaṃ dīyamānaṃ piba deva ramāpate ||	“O sinless Lord of Ramā, drink the āpośana, nectar in form, that Mahālakṣmī offers into Your right hand.”
100	sudhārasaṃ suvipulam āpośanam idaṃ tava | gṛhāṇa tvaṃ suraśreṣṭha yatheṣṭam upabhujyatām ||	“This abundant āpośana is the essence of nectar for You. Accept it, O best of the gods, and partake of it as You desire.”
101	iti mantram udīryātha devadakṣiṇahastake | lakṣmyā pradīyamānaṃ ca sudhārasamayaṃ śubham ||	Having uttered this mantra, one should visualize the auspicious substance made of nectar being offered by Lakṣmī into the deity’s right hand—
102	āpośanam idaṃ dhyātvāmṛtopastaraṇam asi | ity uktvāpośanocchiṣṭajalaṃ pātrāntare kṣipet ||	—meditating upon it as this āpośana. Saying, “You are the spreading of nectar,” one should pour the remaining āpośana water into another vessel.
103	tataḥ prāṇātmane pūrvam uktvā nārāyaṇāya ca | svāhāntam iti pañcaitā āhutīḥ kramaśo vadan ||	Then one should first name Prāṇātman and Nārāyaṇa, ending each formula with “svāhā,” and utter the five offerings in sequence.
104	śaṅkhatoyaṃ kṣipet pātre pratyāhuty ekapātrakam | madhuvātā tathā svādu bhojaṃ tveti paṭhed ṛcaḥ ||	For each offering one should place conch water into the appropriate vessel; then one should recite the ṛks beginning “madhu vātā,” “svādu,” and “bhojaṃ tvā.”
105	pānīyam arpayet paścāt tato javanikāṃ kṣipet | bhuñjānaṃ cintayen mūlaṃ japed aṣṭottaraṃ śatam ||	Afterward one should offer drinking water and then draw the curtain; while visualizing the Lord eating, one should recite the root mantra 108 times.
106	uttarāpośanaṃ paścād amṛtāpidhānam asi | ity uktvāpośanocchiṣṭajalaṃ pātrāntare kṣipet ||	Next comes the concluding āpośana. Saying, “You are the covering of nectar,” one should pour the remaining āpośana water into another vessel.
107	vāme gaṇḍūṣapātraṃ syāt tatra gaṇḍūṣam arpayet | hastaprakṣālanaṃ tatra paścād ācamanam kṣipet | mūlena puṣpatritayam arpayitvā tato vadet ||	The vessel for rinsing the mouth should be on the left; there one should offer the mouth-rinse, then water for washing the hands, and afterward water for sipping. Having offered three flowers with the root mantra, one should then say:
